No    	Word                	Translate           	Count 	Freq 	Cum_Freq
180   	any                 	                    	3     	0.0925%	60.7891%
181   	once                	                    	3     	0.0925%	60.8816%
182   	based               	                    	3     	0.0925%	60.9741%
183   	number              	                    	3     	0.0925%	61.0666%
184   	first               	                    	3     	0.0925%	61.1591%
185   	understand          	                    	3     	0.0925%	61.2515%
186   	isolated            	                    	3     	0.0925%	61.3440%
187   	likely              	                    	3     	0.0925%	61.4365%
188   	social              	                    	3     	0.0925%	61.5290%
189   	further             	                    	3     	0.0925%	61.6215%
190   	paragraph           	                    	3     	0.0925%	61.7139%
191   	young               	                    	3     	0.0925%	61.8064%
192   	idea                	                    	3     	0.0925%	61.8989%
193   	land                	                    	3     	0.0925%	61.9914%
194   	sun                 	                    	3     	0.0925%	62.0838%
195   	between             	                    	3     	0.0925%	62.1763%
196   	end                 	                    	3     	0.0925%	62.2688%
197   	product             	                    	3     	0.0925%	62.3613%
198   	profit              	                    	3     	0.0925%	62.4538%
199   	york                	                    	3     	0.0925%	62.5462%
200   	learned             	                    	3     	0.0925%	62.6387%
201   	year                	                    	3     	0.0925%	62.7312%
202   	herd                	                    	3     	0.0925%	62.8237%
203   	began               	                    	3     	0.0925%	62.9162%
204   	helped              	                    	3     	0.0925%	63.0086%
205   	two                 	                    	3     	0.0925%	63.1011%
206   	years               	                    	3     	0.0925%	63.1936%
207   	every               	                    	3     	0.0925%	63.2861%
208   	grain               	                    	3     	0.0925%	63.3785%
209   	cows                	                    	3     	0.0925%	63.4710%
210   	expensive           	                    	3     	0.0925%	63.5635%
211   	management          	                    	3     	0.0925%	63.6560%
212   	these               	                    	3     	0.0925%	63.7485%
213   	grazing             	                    	3     	0.0925%	63.8409%
214   	animal              	                    	3     	0.0925%	63.9334%
215   	longer              	                    	3     	0.0925%	64.0259%
216   	prices              	                    	3     	0.0925%	64.1184%
217   	events              	                    	3     	0.0925%	64.2109%
218   	network             	                    	3     	0.0925%	64.3033%
219   	production          	                    	3     	0.0925%	64.3958%
220   	environment         	                    	3     	0.0925%	64.4883%
221   	forrest             	                    	3     	0.0925%	64.5808%
222   	purchase            	                    	3     	0.0925%	64.6732%
223   	million             	                    	3     	0.0925%	64.7657%
224   	able                	                    	3     	0.0925%	64.8582%
225   	pressures           	                    	3     	0.0925%	64.9507%
226   	become              	                    	3     	0.0925%	65.0432%
227   	cannot              	                    	3     	0.0925%	65.1356%
228   	travel              	                    	3     	0.0925%	65.2281%
229   	say                 	                    	3     	0.0925%	65.3206%
230   	trip                	                    	3     	0.0925%	65.4131%
231   	face                	                    	3     	0.0925%	65.5055%
232   	ingenuity           	                    	3     	0.0925%	65.5980%
233   	field               	                    	3     	0.0925%	65.6905%
234   	cover               	                    	3     	0.0925%	65.7830%
235   	activities          	                    	3     	0.0925%	65.8755%
236   	learn               	                    	3     	0.0925%	65.9679%
237   	pristine            	                    	3     	0.0925%	66.0604%
238   	around              	                    	3     	0.0925%	66.1529%
239   	disappear           	                    	3     	0.0925%	66.2454%
240   	le                  	                    	3     	0.0925%	66.3379%
241   	bohec               	                    	3     	0.0925%	66.4303%
242   	future              	                    	3     	0.0925%	66.5228%
243   	fishing             	                    	3     	0.0925%	66.6153%
244   	allowed             	                    	2     	0.0617%	66.6769%
245   	comprehension       	                    	2     	0.0617%	66.7386%
246   	reading             	                    	2     	0.0617%	66.8002%
247   	ten                 	                    	2     	0.0617%	66.8619%
248   	word                	                    	2     	0.0617%	66.9236%
249   	read                	                    	2     	0.0617%	66.9852%
250   	choice              	                    	2     	0.0617%	67.0469%
251   	mark                	                    	2     	0.0617%	67.1085%
252   	single              	                    	2     	0.0617%	67.1702%
253   	centre              	                    	2     	0.0617%	67.2318%
254   	car                 	                    	2     	0.0617%	67.2935%
255   	now                 	                    	2     	0.0617%	67.3551%
256   	gadgets             	                    	2     	0.0617%	67.4168%
257   	research            	                    	2     	0.0617%	67.4784%
258   	suggests            	                    	2     	0.0617%	67.5401%
259   	under               	                    	2     	0.0617%	67.6017%
260   	traits              	                    	2     	0.0617%	67.6634%
261   	objects             	                    	2     	0.0617%	67.7250%
262   	feeling             	                    	2     	0.0617%	67.7867%
263   	turn                	                    	2     	0.0617%	67.8483%
264   	close               	                    	2     	0.0617%	67.9100%
265   	time                	                    	2     	0.0617%	67.9716%
266   	been                	                    	2     	0.0617%	68.0333%
267   	friends             	                    	2     	0.0617%	68.0949%
268   	unless              	                    	2     	0.0617%	68.1566%
269   	times               	                    	2     	0.0617%	68.2182%
270   	four                	                    	2     	0.0617%	68.2799%
271   	respondents         	                    	2     	0.0617%	68.3416%
272   	computer            	                    	2     	0.0617%	68.4032%
273   	so                  	                    	2     	0.0617%	68.4649%
274   	how                 	                    	2     	0.0617%	68.5265%
275   	wide                	                    	2     	0.0617%	68.5882%
276   	faces               	                    	2     	0.0617%	68.6498%
277   	cars                	                    	2     	0.0617%	68.7115%
278   	ones                	                    	2     	0.0617%	68.7731%
279   	sales               	                    	2     	0.0617%	68.8348%
280   	saw                 	                    	2     	0.0617%	68.8964%
281   	alleviate           	                    	2     	0.0617%	68.9581%
282   	circumstances       	                    	2     	0.0617%	69.0197%
283   	statements          	                    	2     	0.0617%	69.0814%
284   	information         	                    	2     	0.0617%	69.1430%
285   	marked              	                    	2     	0.0617%	69.2047%
286   	come                	                    	2     	0.0617%	69.2663%
287   	family              	                    	2     	0.0617%	69.3280%
288   	age                 	                    	2     	0.0617%	69.3896%
289   	fascinated          	                    	2     	0.0617%	69.4513%
290   	energy              	                    	2     	0.0617%	69.5129%
291   	wealth              	                    	2     	0.0617%	69.5746%
292   	really              	                    	2     	0.0617%	69.6363%
293   	distance            	                    	2     	0.0617%	69.6979%
294   	wife                	                    	2     	0.0617%	69.7596%
295   	launched            	                    	2     	0.0617%	69.8212%
296   	annual              	                    	2     	0.0617%	69.8829%
297   	kefir               	                    	2     	0.0617%	69.9445%
298   	drop                	                    	2     	0.0617%	70.0062%
299   	natural             	                    	2     	0.0617%	70.0678%
300   	hands               	                    	2     	0.0617%	70.1295%
301   	enough              	                    	2     	0.0617%	70.1911%
302   	keep                	                    	2     	0.0617%	70.2528%
303   	amburghs            	                    	2     	0.0617%	70.3144%
304   	too                 	                    	2     	0.0617%	70.3761%
305   	small               	                    	2     	0.0617%	70.4377%
306   	those               	                    	2     	0.0617%	70.4994%
307   	board               	                    	2     	0.0617%	70.5610%
308   	conversion          	                    	2     	0.0617%	70.6227%
309   	actually            	                    	2     	0.0617%	70.6843%
310   	hard                	                    	2     	0.0617%	70.7460%
311   	look                	                    	2     	0.0617%	70.8076%
312   	another             	                    	2     	0.0617%	70.8693%
313   	factor              	                    	2     	0.0617%	70.9309%
314   	regenerative        	                    	2     	0.0617%	70.9926%
315   	practices           	                    	2     	0.0617%	71.0543%
316   	animals             	                    	2     	0.0617%	71.1159%
317   	pastureland         	                    	2     	0.0617%	71.1776%
318   	type                	                    	2     	0.0617%	71.2392%
319   	also                	                    	2     	0.0617%	71.3009%
320   	point               	                    	2     	0.0617%	71.3625%
321   	welfare             	                    	2     	0.0617%	71.4242%
322   	benefits            	                    	2     	0.0617%	71.4858%
323   	live                	                    	2     	0.0617%	71.5475%
324   	shown               	                    	2     	0.0617%	71.6091%
325   	system              	                    	2     	0.0617%	71.6708%
326   	international       	                    	2     	0.0617%	71.7324%
327   	recent              	                    	2     	0.0617%	71.7941%
328   	way                 	                    	2     	0.0617%	71.8557%
329   	usually             	                    	2     	0.0617%	71.9174%
330   	get                 	                    	2     	0.0617%	71.9790%
331   	where               	                    	2     	0.0617%	72.0407%
332   	call                	                    	2     	0.0617%	72.1023%
333   	educational         	                    	2     	0.0617%	72.1640%
334   	large               	                    	2     	0.0617%	72.2256%
335   	thousands           	                    	2     	0.0617%	72.2873%
336   	calls               	                    	2     	0.0617%	72.3490%
337   	pasture             	                    	2     	0.0617%	72.4106%
338   	guaranteed          	                    	2     	0.0617%	72.4723%
339   	protein             	                    	2     	0.0617%	72.5339%
340   	while               	                    	2     	0.0617%	72.5956%
341   	program             	                    	2     	0.0617%	72.6572%
342   	growing             	                    	2     	0.0617%	72.7189%
343   	changing            	                    	2     	0.0617%	72.7805%
344   	piece               	                    	2     	0.0617%	72.8422%
345   	advocate            	                    	2     	0.0617%	72.9038%
346   	bring               	                    	2     	0.0617%	72.9655%
347   	services            	                    	2     	0.0617%	73.0271%
348   	almost              	                    	2     	0.0617%	73.0888%
349   	exchange            	                    	2     	0.0617%	73.1504%
350   	used                	                    	2     	0.0617%	73.2121%
351   	advocates           	                    	2     	0.0617%	73.2737%
352   	priced              	                    	2     	0.0617%	73.3354%
353   	premium             	                    	2     	0.0617%	73.3970%
354   	both                	                    	2     	0.0617%	73.4587%
355   	government          	                    	2     	0.0617%	73.5203%
356   	corn                	                    	2     	0.0617%	73.5820%
357   	after               	                    	2     	0.0617%	73.6436%
358   	most                	                    	2     	0.0617%	73.7053%
359   	bar                 	                    	2     	0.0617%	73.7670%
360   	raised              	                    	2     	0.0617%	73.8286%
361   	started             	                    	2     	0.0617%	73.8903%
362   	afford              	                    	2     	0.0617%	73.9519%
363   	business            	                    	2     	0.0617%	74.0136%
364   	today               	                    	2     	0.0617%	74.0752%
365   	bringing            	                    	2     	0.0617%	74.1369%
366   	switch              	                    	2     	0.0617%	74.1985%
367   	scarce              	                    	2     	0.0617%	74.2602%
368   	better              	                    	2     	0.0617%	74.3218%
369   	horizons            	                    	2     	0.0617%	74.3835%
370   	ambitious           	                    	2     	0.0617%	74.4451%
371   	divided             	                    	2     	0.0617%	74.5068%
372   	unequal             	                    	2     	0.0617%	74.5684%
373   	would               	                    	2     	0.0617%	74.6301%
374   	being               	                    	2     	0.0617%	74.6917%
375   	hungry              	                    	2     	0.0617%	74.7534%
376   	families            	                    	2     	0.0617%	74.8150%
377   	child               	                    	2     	0.0617%	74.8767%
378   	poverty             	                    	2     	0.0617%	74.9383%
379   	fundraising         	                    	2     	0.0617%	75.0000%
380   	neighbours          	                    	2     	0.0617%	75.0617%
381   	life                	                    	2     	0.0617%	75.1233%
382   	opportunities       	                    	2     	0.0617%	75.1850%
383   	fuel                	                    	2     	0.0617%	75.2466%
384   	spirit              	                    	2     	0.0617%	75.3083%
385   	together            	                    	2     	0.0617%	75.3699%
386   	enable              	                    	2     	0.0617%	75.4316%
387   	chance              	                    	2     	0.0617%	75.4932%
388   	benefit             	                    	2     	0.0617%	75.5549%
389   	understanding       	                    	2     	0.0617%	75.6165%
390   	participate         	                    	2     	0.0617%	75.6782%
391   	much                	                    	2     	0.0617%	75.7398%
392   	kids                	                    	2     	0.0617%	75.8015%
393   	rising              	                    	2     	0.0617%	75.8631%
394   	temperatures        	                    	2     	0.0617%	75.9248%
395   	overfishing         	                    	2     	0.0617%	75.9864%
396   	pushed              	                    	2     	0.0617%	76.0481%
397   	extinction          	                    	2     	0.0617%	76.1097%
398   	warming             	                    	2     	0.0617%	76.1714%
399   	great               	                    	2     	0.0617%	76.2330%
400   	wilderness          	                    	2     	0.0617%	76.2947%
401   	percent             	                    	2     	0.0617%	76.3564%
402   	forced              	                    	2     	0.0617%	76.4180%
403   	current             	                    	2     	0.0617%	76.4797%
404   	changes             	                    	2     	0.0617%	76.5413%
405   	findings            	                    	2     	0.0617%	76.6030%
406   	industrial          	                    	2     	0.0617%	76.6646%
407   	population          	                    	2     	0.0617%	76.7263%
408   	potentially         	                    	2     	0.0617%	76.7879%
409   	impact              	                    	2     	0.0617%	76.8496%
410   	warning             	                    	2     	0.0617%	76.9112%
411   	said                	                    	2     	0.0617%	76.9729%
412   	relocate            	                    	2     	0.0617%	77.0345%
413   	second-largest      	                    	2     	0.0617%	77.0962%
414   	ice                 	                    	2     	0.0617%	77.1578%
415   	body                	                    	2     	0.0617%	77.2195%
416   	polar               	                    	2     	0.0617%	77.2811%
417   	front               	                    	2     	0.0617%	77.3428%
418   	huge                	                    	2     	0.0617%	77.4044%
419   	entire              	                    	2     	0.0617%	77.4661%
420   	colonies            	                    	2     	0.0617%	77.5277%
421   	serve               	                    	2     	0.0617%	77.5894%
422   	levels              	                    	2     	0.0617%	77.6510%
423   	key                 	                    	2     	0.0617%	77.7127%
424   	suitable            	                    	2     	0.0617%	77.7744%
425   	rise                	                    	2     	0.0617%	77.8360%
426   	migrate             	                    	2     	0.0617%	77.8977%
427   	few                 	                    	2     	0.0617%	77.9593%
428   	writing             	                    	1     	0.0308%	77.9901%
429   	essay               	                    	1     	0.0308%	78.0210%
430   	importance          	                    	1     	0.0308%	78.0518%
431   	having              	                    	1     	0.0308%	78.0826%
432   	sense               	                    	1     	0.0308%	78.1134%
433   	responsibility      	                    	1     	0.0308%	78.1443%
434   	listening           	                    	1     	0.0308%	78.1751%
435   	blanks              	                    	1     	0.0308%	78.2059%
436   	required            	                    	1     	0.0308%	78.2367%
437   	select              	                    	1     	0.0308%	78.2676%
438   	blank               	                    	1     	0.0308%	78.2984%
439   	list                	                    	1     	0.0308%	78.3292%
440   	carefully           	                    	1     	0.0308%	78.3600%
441   	before              	                    	1     	0.0308%	78.3909%
442   	making              	                    	1     	0.0308%	78.4217%
443   	identified          	                    	1     	0.0308%	78.4525%
444   	please              	                    	1     	0.0308%	78.4834%
445   	item                	                    	1     	0.0308%	78.5142%
446   	use                 	                    	1     	0.0308%	78.5450%
447   	devices             	                    	1     	0.0308%	78.5758%
448   	talk                	                    	1     	0.0308%	78.6067%
449   	multiplying         	                    	1     	0.0308%	78.6375%
450   	then                	                    	1     	0.0308%	78.6683%
451   	tell                	                    	1     	0.0308%	78.6991%
452   	kitchen             	                    	1     	0.0308%	78.7300%
453   	appliances          	                    	1     	0.0308%	78.7608%
454   	without             	                    	1     	0.0308%	78.7916%
455   	our                 	                    	1     	0.0308%	78.8224%
456   	spoken              	                    	1     	0.0308%	78.8533%
457   	commands            	                    	1     	0.0308%	78.8841%
458   	bizarre             	                    	1     	0.0308%	78.9149%
459   	sounds              	                    	1     	0.0308%	78.9457%
460   	regularly           	                    	1     	0.0308%	78.9766%
461   	ascribe             	                    	1     	0.0308%	79.0074%
462   	everyday            	                    	1     	0.0308%	79.0382%
463   	sometimes           	                    	1     	0.0308%	79.0691%
464   	things              	                    	1     	0.0308%	79.0999%
465   	experiment          	                    	1     	0.0308%	79.1307%
466   	reported            	                    	1     	0.0308%	79.1615%
467   	others              	                    	1     	0.0308%	79.1924%
468   	attribute           	                    	1     	0.0308%	79.2232%
469   	various             	                    	1     	0.0308%	79.2540%
470   	loneliness          	                    	1     	0.0308%	79.2848%
471   	college             	                    	1     	0.0308%	79.3157%
472   	reminded            	                    	1     	0.0308%	79.3465%
473   	setting             	                    	1     	0.0308%	79.3773%
474   	compensated         	                    	1     	0.0308%	79.4081%
475   	exaggerating        	                    	1     	0.0308%	79.4390%
476   	tasks               	                    	1     	0.0308%	79.4698%
477   	caused              	                    	1     	0.0308%	79.5006%
478   	interact            	                    	1     	0.0308%	79.5314%
479   	qualities           	                    	1     	0.0308%	79.5623%
480   	researchers         	                    	1     	0.0308%	79.5931%
481   	participants'       	                    	1     	0.0308%	79.6239%
482   	phones              	                    	1     	0.0308%	79.6547%
483   	substituted         	                    	1     	0.0308%	79.6856%
484   	real                	                    	1     	0.0308%	79.7164%
485   	personify           	                    	1     	0.0308%	79.7472%
486   	effort              	                    	1     	0.0308%	79.7781%
487   	three               	                    	1     	0.0308%	79.8089%
488   	yelled              	                    	1     	0.0308%	79.8397%
489   	gave                	                    	1     	0.0308%	79.8705%
490   	problems            	                    	1     	0.0308%	79.9014%
491   	beliefs             	                    	1     	0.0308%	79.9322%
492   	assign              	                    	1     	0.0308%	79.9630%
493   	object              	                    	1     	0.0308%	79.9938%
494   	rely                	                    	1     	0.0308%	80.0247%
495   	looks               	                    	1     	0.0308%	80.0555%
496   	humans              	                    	1     	0.0308%	80.0863%
497   	dominance           	                    	1     	0.0308%	80.1171%
498   	similarly           	                    	1     	0.0308%	80.1480%
499   	rated               	                    	1     	0.0308%	80.1788%
500   	clocks              	                    	1     	0.0308%	80.2096%
501   	watches             	                    	1     	0.0308%	80.2404%
502   	dominant-looking    	                    	1     	0.0308%	80.2713%
503   	narrow-faced        	                    	1     	0.0308%	80.3021%
504   	preferred           	                    	1     	0.0308%	80.3329%
505   	especially          	                    	1     	0.0308%	80.3637%
506   	situations          	                    	1     	0.0308%	80.3946%
507   	analysis            	                    	1     	0.0308%	80.4254%
508   	germany             	                    	1     	0.0308%	80.4562%
509   	gills               	                    	1     	0.0308%	80.4871%
510   	upturned            	                    	1     	0.0308%	80.5179%
511   	smiles              	                    	1     	0.0308%	80.5487%
512   	sold                	                    	1     	0.0308%	80.5795%
513   	purchasers          	                    	1     	0.0308%	80.6104%
514   	increasing          	                    	1     	0.0308%	80.6412%
515   	car's               	                    	1     	0.0308%	80.6720%
516   	friendliness        	                    	1     	0.0308%	80.7028%
517   	apparently          	                    	1     	0.0308%	80.7337%
518   	arrogant            	                    	1     	0.0308%	80.7645%
519   	associated          	                    	1     	0.0308%	80.7953%
520   	competitive         	                    	1     	0.0308%	80.8261%
521   	conceded            	                    	1     	0.0308%	80.8570%
522   	consciousness       	                    	1     	0.0308%	80.8878%
523   	desires             	                    	1     	0.0308%	80.9186%
524   	excluded            	                    	1     	0.0308%	80.9494%
525   	feature             	                    	1     	0.0308%	80.9803%
526   	lonely              	                    	1     	0.0308%	81.0111%
527   	spectacularly       	                    	1     	0.0308%	81.0419%
528   	warrant             	                    	1     	0.0308%	81.0727%
529   	attached            	                    	1     	0.0308%	81.1036%
530   	statement           	                    	1     	0.0308%	81.1344%
531   	contains            	                    	1     	0.0308%	81.1652%
532   	paragraphs          	                    	1     	0.0308%	81.1961%
533   	identify            	                    	1     	0.0308%	81.2269%
534   	derived             	                    	1     	0.0308%	81.2577%
535   	choose              	                    	1     	0.0308%	81.2885%
536   	marking             	                    	1     	0.0308%	81.3194%
537   	didn                	                    	1     	0.0308%	81.3502%
538   	living              	                    	1     	0.0308%	81.3810%
539   	off                 	                    	1     	0.0308%	81.4118%
540   	magazines           	                    	1     	0.0308%	81.4427%
541   	stockman            	                    	1     	0.0308%	81.4735%
542   	graze               	                    	1     	0.0308%	81.5043%
543   	got                 	                    	1     	0.0308%	81.5351%
544   	hooked              	                    	1     	0.0308%	81.5660%
545   	agriculture         	                    	1     	0.0308%	81.5968%
546   	comes               	                    	1     	0.0308%	81.6276%
547   	intrigued           	                    	1     	0.0308%	81.6584%
548   	him                 	                    	1     	0.0308%	81.6893%
549   	thought             	                    	1     	0.0308%	81.7201%
550   	shorter             	                    	1     	0.0308%	81.7509%
551   	wanted              	                    	1     	0.0308%	81.7818%
552   	put                 	                    	1     	0.0308%	81.8126%
553   	theory              	                    	1     	0.0308%	81.8434%
554   	test                	                    	1     	0.0308%	81.8742%
555   	laura               	                    	1     	0.0308%	81.9051%
